test_1	Q0	New_Hampshire_18060923_6	1	11.801574175667287	TFIDF_Baseline
test_1	Q0	Massachusetts_18490609_	2	11.411999342306084	TFIDF_Baseline
test_1	Q0	New_Hampshire_18001028_9	3	10.99245800874116	TFIDF_Baseline
test_1	Q0	New_Jersey_18880911_16	4	9.804641328471453	TFIDF_Baseline
test_1	Q0	Rhode_Island_19070909_15	5	9.708592270206438	TFIDF_Baseline
test_10	Q0	West_Virginia_18040803_9	1	12.443516080502572	TFIDF_Baseline
test_10	Q0	West_Virginia_18040803_2	2	9.943155587216948	TFIDF_Baseline
test_10	Q0	West_Virginia_18040803_	3	9.70218622239948	TFIDF_Baseline
test_10	Q0	Georgia_19140202_10	4	8.847297658522844	TFIDF_Baseline
test_10	Q0	West_Virginia_18040803_8	5	8.455572359998422	TFIDF_Baseline
test_100	Q0	Virginia_18090202_2	1	25.11680026513174	TFIDF_Baseline
test_100	Q0	Ohio_18400424_17	2	15.837948959697744	TFIDF_Baseline
test_100	Q0	Iowa_18450529_23	3	15.019890569177017	TFIDF_Baseline
test_100	Q0	Missouri_18581021_14	4	14.23432613070518	TFIDF_Baseline
test_100	Q0	West_Virginia_18750818_1	5	13.992630728126832	TFIDF_Baseline
test_1000	Q0	Illinois_18330828_23	1	15.499763493411168	TFIDF_Baseline
test_1000	Q0	Arkansas_18461021_20	2	14.71212960728326	TFIDF_Baseline
test_1000	Q0	Alabama_18310413_18	3	14.692975744938382	TFIDF_Baseline
test_1000	Q0	New_Mexico_18610921_15	4	14.685824322341778	TFIDF_Baseline
test_1000	Q0	New_Hampshire_18311129_	5	14.4438452319186	TFIDF_Baseline
test_10000	Q0	Virginia_18680502_19	1	14.210056437685722	TFIDF_Baseline
test_10000	Q0	New_York_18600903_39	2	13.026141738275712	TFIDF_Baseline
test_10000	Q0	Massachusetts_18981108_5	3	12.85078742926329	TFIDF_Baseline
test_10000	Q0	New_York_18880428_2	4	12.398603574119653	TFIDF_Baseline
test_10000	Q0	Ohio_18381117_17	5	11.793667391507908	TFIDF_Baseline
test_10001	Q0	Connecticut__18620717_4	1	13.346859710635933	TFIDF_Baseline
test_10001	Q0	Virginia_19110128_20	2	11.721447611029868	TFIDF_Baseline
test_10001	Q0	Connecticut__18620717_8	3	11.488433302306754	TFIDF_Baseline
test_10001	Q0	Washington_19100709_1	4	10.70107528064752	TFIDF_Baseline
test_10001	Q0	Utah_18980717_5	5	10.245145150499098	TFIDF_Baseline
test_10002	Q0	Illinois_18590726_6	1	19.470431290141903	TFIDF_Baseline
test_10002	Q0	Michigan_18470831_4	2	13.045795617415344	TFIDF_Baseline
test_10002	Q0	Michigan_18890522_13	3	11.447271361045892	TFIDF_Baseline
test_10002	Q0	Maryland_18400708_28	4	11.347939368233892	TFIDF_Baseline
test_10002	Q0	Tennessee_18590726_1	5	11.08586315399893	TFIDF_Baseline
test_10003	Q0	Louisiana_18600414_1	1	19.62771576156713	TFIDF_Baseline
test_10003	Q0	Louisiana_18600414_5	2	13.392224097427366	TFIDF_Baseline
test_10003	Q0	West_Virginia_18291029_	3	12.114205356534487	TFIDF_Baseline
test_10003	Q0	Louisiana_18600414_2	4	10.901288257949012	TFIDF_Baseline
test_10003	Q0	Kansas_18850509_10	5	9.954399494631376	TFIDF_Baseline
test_10004	Q0	Virginia_18480908_12	1	9.2071975637119	TFIDF_Baseline
test_10004	Q0	Pennsylvania_18001224_9	2	8.979209984621054	TFIDF_Baseline
test_10004	Q0	Virginia_18180425_8	3	8.675826800979069	TFIDF_Baseline
test_10004	Q0	New_York_18990120_7	4	8.527015701189235	TFIDF_Baseline
test_10004	Q0	District_of_Columbia_18	5	8.398707267192096	TFIDF_Baseline
test_10005	Q0	New_Jersey_18570221_21	1	13.555854360431988	TFIDF_Baseline
test_10005	Q0	Virginia_18460605_50	2	11.10878269307625	TFIDF_Baseline
test_10005	Q0	Montana_19100323_10	3	11.014655885998437	TFIDF_Baseline
test_10005	Q0	Kansas_18590212_9	4	10.405724171547355	TFIDF_Baseline
test_10005	Q0	Wisconsin_18640305_9	5	10.22371675714932	TFIDF_Baseline
test_10006	Q0	Texas_18800305_25	1	8.234267975699224	TFIDF_Baseline
test_10006	Q0	Louisiana_18800722_19	2	8.10571152720831	TFIDF_Baseline
test_10006	Q0	Maine_19000312_4	3	8.078366206343441	TFIDF_Baseline
