test_1	Q0	Hawaii_18611102_1	1	24.09421493770748	BM25_HistQE
test_1	Q0	New_Hampshire_18030125_	2	23.37670148133717	BM25_HistQE
test_1	Q0	Hawaii_18611102_4	3	22.517779038818425	BM25_HistQE
test_1	Q0	Hawaii_18600901_1	4	21.805219810997148	BM25_HistQE
test_1	Q0	New_Hampshire_18060923_6	5	21.43486844065021	BM25_HistQE
test_10	Q0	West_Virginia_18040803_9	1	22.726330104607243	BM25_HistQE
test_10	Q0	West_Virginia_18040803_8	2	17.65179643531685	BM25_HistQE
test_10	Q0	West_Virginia_18040803_	3	17.591207636540425	BM25_HistQE
test_10	Q0	West_Virginia_18040803_2	4	16.84024131380973	BM25_HistQE
test_10	Q0	Georgia_19140202_10	5	14.912078034757691	BM25_HistQE
test_100	Q0	Virginia_18090202_2	1	41.10998841333686	BM25_HistQE
test_100	Q0	Kansas_18811215_25	2	26.06980292931852	BM25_HistQE
test_100	Q0	West_Virginia_18750818_1	3	25.00334255379964	BM25_HistQE
test_100	Q0	Ohio_18400424_17	4	24.945482778824857	BM25_HistQE
test_100	Q0	Missouri_18581021_14	5	24.87542822798348	BM25_HistQE
test_1000	Q0	Indiana_18830912_17	1	29.45774401299409	BM25_HistQE
test_1000	Q0	New_Mexico_18610921_13	2	29.30662137711917	BM25_HistQE
test_1000	Q0	Illinois_18691112_67	3	28.67136947101986	BM25_HistQE
test_1000	Q0	New_Mexico_18580424_17	4	28.60415050235621	BM25_HistQE
test_1000	Q0	Virginia_18240706_5	5	28.34271085552749	BM25_HistQE
test_10000	Q0	Virginia_18680502_19	1	22.458589319247253	BM25_HistQE
test_10000	Q0	Virginia_18151011_29	2	21.77997227232707	BM25_HistQE
test_10000	Q0	New_Jersey_18681023_33	3	20.896092586767576	BM25_HistQE
test_10000	Q0	West_Virginia_18520807_	4	20.779053179544768	BM25_HistQE
test_10000	Q0	New_York_18600903_39	5	20.30328508015128	BM25_HistQE
test_10001	Q0	Connecticut__18620717_4	1	24.447112947291046	BM25_HistQE
test_10001	Q0	Virginia_19110128_20	2	21.469338262821296	BM25_HistQE
test_10001	Q0	Connecticut__18620717_8	3	21.042832165122583	BM25_HistQE
test_10001	Q0	Washington_19100709_1	4	19.21661600576893	BM25_HistQE
test_10001	Q0	New_Mexico_18850630_8	5	18.59933149440629	BM25_HistQE
test_10002	Q0	Illinois_18590726_6	1	34.898089744355296	BM25_HistQE
test_10002	Q0	Mississippi_18431109_17	2	27.54466672934599	BM25_HistQE
test_10002	Q0	Wisconsin_18740108_14	3	27.08897094772558	BM25_HistQE
test_10002	Q0	South_Carolina_18670206	4	26.781001119659187	BM25_HistQE
test_10002	Q0	Michigan_18470831_4	5	23.35080116183679	BM25_HistQE
test_10003	Q0	Louisiana_18600414_1	1	35.87337755587782	BM25_HistQE
test_10003	Q0	Louisiana_18600414_5	2	24.47254373295302	BM25_HistQE
test_10003	Q0	West_Virginia_18291029_	3	22.17006872335039	BM25_HistQE
test_10003	Q0	Louisiana_18600414_2	4	19.926588720490216	BM25_HistQE
test_10003	Q0	Kansas_18850509_10	5	18.22765737391143	BM25_HistQE
test_10004	Q0	Virginia_18480908_12	1	21.33003324067636	BM25_HistQE
test_10004	Q0	District_of_Columbia_18	2	20.36837444751765	BM25_HistQE
test_10004	Q0	New_York_18581208_20	3	19.35469471796925	BM25_HistQE
